age,pages,first_item_prize,gender,ReBuy,News_click,revenue,population,GDP_inhab
31.0,7.0,28.0,0.0,False,3.0,34.0,65926261,9503
39.0,7.0,28.0,1.0,False,1.0,29.0,65926261,9503
40.0,2.0,44.0,0.0,True,3.0,30.0,65926261,9503
22.0,4.0,15.5,0.0,False,2.0,20.0,65926261,9503
32.0,5.0,44.0,0.0,True,10.0,70.0,65926261,9503
26.0,8.0,57.0,1.0,False,7.0,156.0,65926261,9503
26.0,7.0,42.0,1.0,False,4.0,159.0,65926261,9503
40.0,7.0,22.0,0.0,False,4.0,81.0,65926261,9503
34.0,5.0,15.5,1.0,False,4.0,68.0,65926261,9503
27.0,8.0,10.0,0.0,False,3.0,22.0,65926261,9503
47.0,6.0,15.5,1.0,False,3.0,21.0,65926261,9503
29.0,8.0,22.0,0.0,False,3.0,24.0,65926261,9503
35.0,4.0,44.0,0.0,False,2.0,45.0,65926261,9503
31.0,4.0,28.0,1.0,False,3.0,36.0,65926261,9503
38.0,9.0,15.5,0.0,True,6.0,54.0,65926261,9503
26.0,7.0,22.0,0.0,False,7.0,83.0,65926261,9503
41.0,5.0,28.0,0.0,True,6.0,82.0,65926261,9503
34.0,6.0,44.0,0.0,False,8.0,97.0,65926261,9503
34.0,4.0,28.0,0.0,True,1.0,19.0,65926261,9503
40.0,6.0,15.5,0.0,False,5.0,44.0,65926261,9503
25.0,6.0,57.0,0.0,False,2.0,47.0,65926261,9503
38.0,5.0,10.0,0.0,False,2.0,13.0,65926261,9503
31.0,9.0,44.0,0.0,True,5.0,114.0,65926261,9503
51.0,3.0,44.0,1.0,False,1.0,21.0,65926261,9503
41.0,5.0,42.0,0.0,False,6.0,49.0,65926261,9503
36.0,5.0,42.0,1.0,False,4.0,90.0,65926261,9503
34.0,8.0,44.0,0.0,True,3.0,65.0,65926261,9503
39.0,6.0,44.0,0.0,False,7.0,94.0,65926261,9503
36.0,9.0,15.5,0.0,False,10.0,77.0,65926261,9503
32.0,7.0,44.0,0.0,False,3.0,13.0,65926261,9503
34.0,7.0,44.0,0.0,False,2.0,70.0,65926261,9503
36.0,6.0,22.0,1.0,True,4.0,66.0,65926261,9503
29.0,6.0,28.0,0.0,True,2.0,41.0,65926261,9503
38.0,2.0,22.0,0.0,False,4.0,47.0,65926261,9503
40.0,5.0,44.0,0.0,False,8.0,129.0,65926261,9503
29.0,6.0,44.0,1.0,True,4.0,158.0,65926261,9503
31.0,7.0,44.0,1.0,False,4.0,234.0,65926261,9503
48.0,3.0,22.0,0.0,False,9.0,59.0,65926261,9503
37.0,10.0,44.0,1.0,False,5.0,77.0,65926261,9503
45.0,3.0,44.0,0.0,False,0.0,25.0,65926261,9503
35.0,7.0,44.0,1.0,False,3.0,67.0,65926261,9503
41.0,7.0,22.0,0.0,False,1.0,34.0,65926261,9503
48.0,2.0,44.0,0.0,True,3.0,38.0,65926261,9503
37.0,4.0,44.0,1.0,False,2.0,9.0,65926261,9503
26.0,5.0,42.0,0.0,True,10.0,123.0,65926261,9503
54.0,8.0,15.5,0.0,False,7.0,46.0,65926261,9503
40.0,7.0,44.0,0.0,False,4.0,83.0,65926261,9503
22.0,7.0,44.0,0.0,False,4.0,225.0,65926261,9503
45.0,5.0,57.0,0.0,False,4.0,126.0,65926261,9503
21.0,8.0,42.0,0.0,False,3.0,37.0,65926261,9503
41.0,6.0,44.0,0.0,False,3.0,35.0,65926261,9503
35.0,8.0,44.0,0.0,False,3.0,32.0,65926261,9503
24.0,4.0,28.0,0.0,False,2.0,20.0,65926261,9503
44.0,4.0,22.0,1.0,False,3.0,48.0,65926261,9503
33.0,9.0,42.0,0.0,True,6.0,97.0,65926261,9503
36.0,7.0,22.0,1.0,False,7.0,68.0,65926261,9503
25.0,5.0,15.5,0.0,True,6.0,88.0,65926261,9503
43.0,6.0,44.0,0.0,False,8.0,145.0,65926261,9503
54.0,4.0,10.0,0.0,True,1.0,30.0,65926261,9503
32.0,6.0,42.0,0.0,False,5.0,41.0,65926261,9503
30.0,6.0,28.0,0.0,False,2.0,38.0,65926261,9503
46.0,5.0,28.0,1.0,False,2.0,29.0,65926261,9503
41.0,9.0,44.0,0.0,True,5.0,37.0,65926261,9503
46.0,3.0,15.5,0.0,False,1.0,34.0,65926261,9503
47.0,5.0,44.0,0.0,False,6.0,143.0,65926261,9503
32.0,5.0,57.0,1.0,False,4.0,112.0,65926261,9503
36.0,8.0,42.0,1.0,True,3.0,30.0,65926261,9503
30.0,6.0,22.0,0.0,False,7.0,73.0,65926261,9503
26.0,9.0,15.5,1.0,False,10.0,36.0,65926261,9503
48.0,7.0,10.0,0.0,False,3.0,22.0,65926261,9503
42.0,7.0,22.0,1.0,False,3.0,55.0,65926261,9503
34.0,5.0,42.0,0.0,False,5.0,162.0,65926261,9503
23.0,4.0,10.0,0.0,False,3.0,32.0,65926261,9503
29.0,9.0,44.0,0.0,False,3.0,79.0,65926261,9503
47.0,4.0,57.0,1.0,False,6.0,175.0,65926261,9503
43.0,6.0,15.5,1.0,False,2.0,68.0,65926261,9503
28.0,4.0,22.0,1.0,False,5.0,99.0,65926261,9503
39.0,4.0,44.0,0.0,True,8.0,239.0,65926261,9503
43.0,3.0,44.0,1.0,False,9.0,164.0,65926261,9503
37.0,5.0,57.0,1.0,True,9.0,193.0,65926261,9503
48.0,2.0,44.0,0.0,True,1.0,78.0,65926261,9503
33.0,7.0,28.0,1.0,True,3.0,68.0,65926261,9503
26.0,6.0,22.0,1.0,True,9.0,114.0,65926261,9503
20.0,7.0,28.0,1.0,False,4.0,130.0,65926261,9503
34.0,4.0,44.0,1.0,False,4.0,53.0,65926261,9503
36.0,6.0,22.0,0.0,False,10.0,194.0,65926261,9503
51.0,6.0,44.0,0.0,True,0.0,98.0,65926261,9503
43.0,5.0,10.0,0.0,False,9.0,126.0,65926261,9503
44.0,4.0,22.0,0.0,False,4.0,149.0,65926261,9503
29.0,7.0,28.0,0.0,True,10.0,120.0,65926261,9503
34.0,7.0,44.0,0.0,False,6.0,168.0,65926261,9503
32.0,7.0,44.0,1.0,False,6.0,226.0,65926261,9503
49.0,7.0,15.5,0.0,False,7.0,173.0,65926261,9503
31.0,5.0,44.0,1.0,False,5.0,95.0,65926261,9503
36.0,6.0,42.0,1.0,False,2.0,66.0,65926261,9503
30.0,5.0,42.0,0.0,True,6.0,194.0,65926261,9503
41.0,4.0,22.0,0.0,False,7.0,138.0,65926261,9503
30.0,5.0,22.0,0.0,True,2.0,45.0,65926261,9503
40.0,5.0,44.0,0.0,False,7.0,288.0,65926261,9503
52.0,5.0,42.0,0.0,True,4.0,185.0,65926261,9503
34.0,3.0,22.0,1.0,False,3.0,42.0,65926261,9503
35.0,4.0,22.0,0.0,False,1.0,77.0,65926261,9503
23.0,2.0,22.0,0.0,False,6.0,146.0,65926261,9503
40.0,3.0,44.0,0.0,False,10.0,165.0,65926261,9503
42.0,5.0,22.0,1.0,False,0.0,51.0,65926261,9503
45.0,8.0,22.0,1.0,False,3.0,42.0,65926261,9503
46.0,3.0,15.5,1.0,False,5.0,126.0,65926261,9503
30.0,6.0,22.0,0.0,False,4.0,107.0,65926261,9503
28.0,7.0,28.0,1.0,False,4.0,196.0,65926261,9503
46.0,7.0,22.0,1.0,False,6.0,121.0,65926261,9503
39.0,7.0,15.5,0.0,False,3.0,32.0,65926261,9503
42.0,5.0,22.0,1.0,False,5.0,100.0,65926261,9503
41.0,4.0,44.0,1.0,False,3.0,63.0,65926261,9503
40.0,9.0,44.0,1.0,False,3.0,34.0,65926261,9503
38.0,4.0,57.0,1.0,False,6.0,122.0,65926261,9503
20.0,6.0,15.5,0.0,False,2.0,54.0,65926261,9503
31.0,4.0,44.0,0.0,False,5.0,164.0,65926261,9503
26.0,4.0,44.0,0.0,True,8.0,235.0,65926261,9503
25.0,3.0,57.0,0.0,False,9.0,284.0,65926261,9503
37.0,5.0,15.5,0.0,True,9.0,86.0,65926261,9503
46.0,2.0,10.0,0.0,True,1.0,66.0,65926261,9503
52.0,7.0,44.0,1.0,True,3.0,159.0,65926261,9503
52.0,6.0,44.0,0.0,True,9.0,273.0,65926261,9503
21.0,7.0,42.0,1.0,False,4.0,88.0,65926261,9503
33.0,4.0,44.0,1.0,False,4.0,145.0,65926261,9503
40.0,6.0,44.0,0.0,False,10.0,61.0,65926261,9503
33.0,6.0,44.0,0.0,True,0.0,101.0,65926261,9503
49.0,5.0,44.0,0.0,False,9.0,247.0,65926261,9503
42.0,4.0,44.0,0.0,False,4.0,146.0,65926261,9503
24.0,7.0,10.0,0.0,True,10.0,198.0,65926261,9503
26.0,7.0,22.0,1.0,False,6.0,205.0,65926261,9503
43.0,7.0,42.0,0.0,False,6.0,186.0,65926261,9503
38.0,7.0,10.0,0.0,False,7.0,88.0,65926261,9503
43.0,5.0,44.0,0.0,False,5.0,187.0,65926261,9503
39.0,6.0,57.0,1.0,False,2.0,59.0,65926261,9503
43.0,5.0,15.5,1.0,True,6.0,154.0,65926261,9503
35.0,4.0,22.0,1.0,False,7.0,73.0,65926261,9503
40.0,5.0,44.0,0.0,True,2.0,79.0,65926261,9503
43.0,5.0,44.0,1.0,False,7.0,156.0,65926261,9503
30.0,5.0,57.0,1.0,True,4.0,321.0,65926261,9503
38.0,3.0,44.0,0.0,False,3.0,74.0,65926261,9503
39.0,4.0,28.0,1.0,False,1.0,32.0,65926261,9503
27.0,2.0,22.0,1.0,False,6.0,175.0,65926261,9503
30.0,3.0,28.0,1.0,False,10.0,191.0,65926261,9503
47.0,5.0,44.0,1.0,False,0.0,69.0,65926261,9503
40.0,8.0,22.0,0.0,False,3.0,41.0,65926261,9503
35.0,3.0,44.0,0.0,False,5.0,219.0,65926261,9503
49.0,6.0,10.0,0.0,False,4.0,179.0,65926261,9503
36.0,7.0,22.0,0.0,False,4.0,149.0,65926261,9503
44.0,7.0,28.0,0.0,False,6.0,181.0,65926261,9503
46.0,7.0,44.0,0.0,False,3.0,38.0,65926261,9503
46.0,5.0,44.0,1.0,False,5.0,215.0,65926261,9503
30.0,4.0,15.5,0.0,False,3.0,69.0,65926261,9503
48.0,9.0,44.0,1.0,False,3.0,86.0,65926261,9503
43.0,4.0,42.0,1.0,False,6.0,214.0,65926261,9503
40.0,6.0,42.0,0.0,False,2.0,61.0,65926261,9503
32.0,4.0,22.0,0.0,False,5.0,128.0,65926261,9503
45.0,4.0,22.0,0.0,True,8.0,117.0,65926261,9503
33.0,3.0,44.0,0.0,False,9.0,246.0,65926261,9503
25.0,5.0,42.0,0.0,True,9.0,87.0,65926261,9503
43.0,2.0,22.0,1.0,True,1.0,79.0,65926261,9503
46.0,7.0,22.0,0.0,True,3.0,52.0,65926261,9503
29.0,6.0,22.0,0.0,True,9.0,192.0,65926261,9503
34.0,7.0,44.0,0.0,False,4.0,206.0,65926261,9503
41.0,4.0,22.0,1.0,False,4.0,157.0,65926261,9503
31.0,6.0,22.0,1.0,False,10.0,74.0,65926261,9503
45.0,6.0,15.5,1.0,True,0.0,64.0,65926261,9503
47.0,5.0,22.0,0.0,False,9.0,132.0,65926261,9503
42.0,4.0,28.0,1.0,False,4.0,89.0,65926261,9503
33.0,7.0,22.0,1.0,True,10.0,270.0,65926261,9503
27.0,7.0,15.5,0.0,False,6.0,175.0,65926261,9503
35.0,7.0,22.0,1.0,False,6.0,114.0,65926261,9503
27.0,7.0,44.0,1.0,False,7.0,200.0,65926261,9503
43.0,5.0,44.0,1.0,False,5.0,199.0,65926261,9503
36.0,6.0,57.0,1.0,False,2.0,84.0,65926261,9503
40.0,5.0,15.5,0.0,True,6.0,116.0,65926261,9503
37.0,4.0,44.0,0.0,False,7.0,200.0,65926261,9503
43.0,5.0,44.0,0.0,True,2.0,80.0,65926261,9503
20.0,5.0,57.0,0.0,False,7.0,71.0,65926261,9503
41.0,5.0,15.5,0.0,True,4.0,146.0,65926261,9503
18.0,3.0,10.0,0.0,False,3.0,40.0,65926261,9503
42.0,4.0,44.0,1.0,False,1.0,140.0,65926261,9503
54.0,2.0,44.0,0.0,False,6.0,117.0,65926261,9503
33.0,3.0,42.0,1.0,False,10.0,284.0,65926261,9503
40.0,5.0,44.0,1.0,False,0.0,132.0,65926261,9503
32.0,8.0,44.0,0.0,False,3.0,75.0,65926261,9503
25.0,3.0,44.0,0.0,False,5.0,261.0,65926261,9503
49.0,6.0,44.0,0.0,False,4.0,253.0,65926261,9503
25.0,7.0,44.0,0.0,False,4.0,164.0,65926261,9503
30.0,7.0,10.0,0.0,False,6.0,51.0,65926261,9503
26.0,7.0,22.0,1.0,False,3.0,74.0,65926261,9503
32.0,5.0,42.0,0.0,False,5.0,141.0,65926261,9503
37.0,4.0,10.0,0.0,False,3.0,45.0,65926261,9503
28.0,9.0,44.0,0.0,False,3.0,92.0,65926261,9503
29.0,4.0,57.0,1.0,False,6.0,141.0,65926261,9503
41.0,6.0,15.5,1.0,False,2.0,66.0,65926261,9503
34.0,4.0,22.0,1.0,False,5.0,13.0,65926261,9503
38.0,4.0,44.0,0.0,True,8.0,164.0,65926261,9503
45.0,3.0,44.0,1.0,False,9.0,172.0,65926261,9503
25.0,5.0,57.0,1.0,True,9.0,304.0,65926261,9503
47.0,2.0,44.0,0.0,True,1.0,68.0,65926261,9503
43.0,7.0,28.0,1.0,True,3.0,72.0,65926261,9503
24.0,6.0,22.0,1.0,True,9.0,204.0,65926261,9503
35.0,7.0,28.0,1.0,False,4.0,111.0,65926261,9503
46.0,4.0,44.0,1.0,False,4.0,168.0,65926261,9503
35.0,6.0,22.0,0.0,False,10.0,158.0,65926261,9503
38.0,6.0,44.0,0.0,True,0.0,91.0,65926261,9503
34.0,5.0,10.0,0.0,False,9.0,61.0,65926261,9503
39.0,4.0,22.0,0.0,False,4.0,180.0,65926261,9503
36.0,7.0,28.0,0.0,True,10.0,130.0,65926261,9503
43.0,7.0,44.0,0.0,False,6.0,233.0,65926261,9503
36.0,7.0,44.0,1.0,False,6.0,198.0,65926261,9503
36.0,7.0,15.5,0.0,False,7.0,82.0,65926261,9503
43.0,5.0,44.0,1.0,False,5.0,106.0,65926261,9503
28.0,6.0,42.0,1.0,False,2.0,79.0,65926261,9503
39.0,5.0,42.0,0.0,True,6.0,235.0,65926261,9503
48.0,4.0,22.0,0.0,False,7.0,98.0,65926261,9503
31.0,5.0,22.0,0.0,True,2.0,62.0,65926261,9503
52.0,5.0,44.0,0.0,False,7.0,164.0,65926261,9503
43.0,5.0,42.0,0.0,True,4.0,167.0,65926261,9503
40.0,3.0,22.0,1.0,False,3.0,61.0,65926261,9503
46.0,4.0,22.0,0.0,False,1.0,47.0,65926261,9503
37.0,2.0,22.0,0.0,False,6.0,128.0,65926261,9503
34.0,3.0,44.0,0.0,False,10.0,132.0,65926261,9503
47.0,5.0,22.0,1.0,False,0.0,61.0,65926261,9503
58.0,8.0,22.0,1.0,False,3.0,66.0,65926261,9503
33.0,3.0,15.5,1.0,False,5.0,152.0,65926261,9503
49.0,6.0,22.0,0.0,False,4.0,114.0,65926261,9503
38.0,7.0,28.0,1.0,False,4.0,154.0,65926261,9503
25.0,7.0,22.0,1.0,False,6.0,31.0,65926261,9503
38.0,7.0,15.5,0.0,False,3.0,62.0,65926261,9503
26.0,5.0,22.0,1.0,False,5.0,70.0,65926261,9503
36.0,4.0,44.0,1.0,False,3.0,46.0,65926261,9503
43.0,9.0,44.0,1.0,False,3.0,33.0,65926261,9503
36.0,4.0,57.0,1.0,False,6.0,138.0,65926261,9503
44.0,6.0,15.5,0.0,False,2.0,64.0,65926261,9503
41.0,4.0,44.0,0.0,False,5.0,188.0,65926261,9503
37.0,4.0,44.0,0.0,True,8.0,164.0,65926261,9503
23.0,3.0,57.0,0.0,False,9.0,127.0,65926261,9503
36.0,5.0,15.5,0.0,True,9.0,150.0,65926261,9503
41.0,2.0,10.0,0.0,True,1.0,41.0,65926261,9503
42.0,7.0,44.0,1.0,True,3.0,125.0,65926261,9503
40.0,6.0,44.0,0.0,True,9.0,190.0,65926261,9503
35.0,7.0,42.0,1.0,False,4.0,94.0,65926261,9503
40.0,4.0,44.0,1.0,False,4.0,164.0,65926261,9503
40.0,6.0,44.0,0.0,False,10.0,173.0,65926261,9503
38.0,6.0,44.0,0.0,True,0.0,102.0,65926261,9503
39.0,5.0,44.0,0.0,False,9.0,184.0,65926261,9503
37.0,4.0,44.0,0.0,False,4.0,264.0,65926261,9503
38.0,7.0,10.0,0.0,True,10.0,110.0,65926261,9503
34.0,7.0,22.0,1.0,False,6.0,118.0,65926261,9503
43.0,7.0,42.0,0.0,False,6.0,181.0,65926261,9503
39.0,7.0,10.0,0.0,False,7.0,159.0,65926261,9503
32.0,5.0,44.0,0.0,False,5.0,212.0,65926261,9503
36.0,6.0,57.0,1.0,False,2.0,114.0,65926261,9503
21.0,5.0,15.5,1.0,True,6.0,174.0,65926261,9503
36.0,4.0,22.0,1.0,False,7.0,153.0,65926261,9503
40.0,5.0,44.0,0.0,True,2.0,92.0,65926261,9503
28.0,5.0,44.0,1.0,False,7.0,149.0,65926261,9503
52.0,5.0,57.0,1.0,True,4.0,237.0,65926261,9503
37.0,3.0,44.0,0.0,False,3.0,64.0,65926261,9503
49.0,4.0,28.0,1.0,False,1.0,55.0,65926261,9503
49.0,2.0,22.0,1.0,False,6.0,137.0,65926261,9503
53.0,3.0,28.0,1.0,False,10.0,158.0,65926261,9503
41.0,5.0,44.0,1.0,False,0.0,46.0,65926261,9503
35.0,8.0,22.0,0.0,False,3.0,44.0,65926261,9503
32.0,3.0,44.0,0.0,False,5.0,160.0,65926261,9503
27.0,6.0,10.0,0.0,False,4.0,21.0,65926261,9503
36.0,7.0,22.0,0.0,False,4.0,134.0,65926261,9503
46.0,7.0,28.0,0.0,False,6.0,147.0,65926261,9503
52.0,8.0,22.0,1.0,False,6.0,181.0,65926261,9503
52.0,9.0,44.0,1.0,False,3.0,135.0,65926261,9503
40.0,9.0,22.0,0.0,True,3.0,127.0,65926261,9503
36.0,6.0,44.0,1.0,False,1.0,71.0,65926261,9503
48.0,5.0,10.0,0.0,False,8.0,138.0,65926261,9503
29.0,7.0,15.5,0.0,False,3.0,86.0,65926261,9503
40.0,8.0,42.0,0.0,False,4.0,159.0,65926261,9503
30.0,7.0,44.0,0.0,False,9.0,203.0,65926261,9503
43.0,3.0,44.0,0.0,False,4.0,127.0,65926261,9503
33.0,6.0,22.0,1.0,True,3.0,70.0,65926261,9503
46.0,10.0,15.5,0.0,False,2.0,53.0,65926261,9503
35.0,5.0,10.0,0.0,False,5.0,162.0,65926261,9503
34.0,5.0,28.0,0.0,False,3.0,70.0,65926261,9503
33.0,5.0,15.5,0.0,True,5.0,155.0,65926261,9503
46.0,5.0,42.0,0.0,True,6.0,231.0,65926261,9503
53.0,7.0,44.0,0.0,False,3.0,60.0,65926261,9503
23.0,5.0,44.0,0.0,False,7.0,232.0,65926261,9503
41.0,6.0,22.0,0.0,False,6.0,173.0,65926261,9503
45.0,5.0,15.5,0.0,False,1.0,66.0,65926261,9503
35.0,5.0,42.0,0.0,True,0.0,60.0,65926261,9503
26.0,3.0,28.0,1.0,False,3.0,76.0,65926261,9503
32.0,6.0,44.0,0.0,True,5.0,164.0,65926261,9503
36.0,5.0,44.0,0.0,False,6.0,122.0,65926261,9503
28.0,5.0,15.5,0.0,False,4.0,225.0,65926261,9503
45.0,8.0,28.0,1.0,True,4.0,206.0,65926261,9503
38.0,6.0,22.0,1.0,True,3.0,71.0,65926261,9503
33.0,7.0,22.0,0.0,False,5.0,204.0,65926261,9503
39.0,4.0,28.0,0.0,False,2.0,86.0,65926261,9503
23.0,3.0,44.0,1.0,False,9.0,150.0,65926261,9503
39.0,8.0,44.0,1.0,False,5.0,164.0,65926261,9503
43.0,7.0,57.0,1.0,True,4.0,164.0,65926261,9503
21.0,4.0,22.0,1.0,False,6.0,278.0,65926261,9503
43.0,2.0,10.0,0.0,False,7.0,109.0,65926261,9503
45.0,5.0,44.0,1.0,False,0.0,91.0,65926261,9503
41.0,3.0,44.0,0.0,True,2.0,108.0,65926261,9503
35.0,10.0,15.5,0.0,False,6.0,167.0,65926261,9503
40.0,3.0,44.0,0.0,True,4.0,198.0,65926261,9503
42.0,6.0,57.0,0.0,False,2.0,124.0,65926261,9503
34.0,7.0,15.5,0.0,False,4.0,101.0,65926261,9503
40.0,7.0,44.0,1.0,False,2.0,137.0,65926261,9503
36.0,8.0,57.0,0.0,False,6.0,264.0,65926261,9503
27.0,9.0,22.0,0.0,False,3.0,49.0,65926261,9503
40.0,9.0,22.0,0.0,True,3.0,105.0,65926261,9503
51.0,6.0,22.0,0.0,False,1.0,88.0,65926261,9503
43.0,5.0,22.0,0.0,False,8.0,194.0,65926261,9503
29.0,7.0,15.5,0.0,False,3.0,46.0,65926261,9503
43.0,8.0,15.5,0.0,False,4.0,213.0,65926261,9503
24.0,7.0,10.0,0.0,False,9.0,171.0,65926261,9503
34.0,3.0,22.0,0.0,False,4.0,206.0,65926261,9503
40.0,6.0,57.0,0.0,True,3.0,174.0,65926261,9503
27.0,10.0,42.0,1.0,False,2.0,163.0,65926261,9503
34.0,5.0,22.0,0.0,False,5.0,141.0,65926261,9503
42.0,5.0,15.5,0.0,False,3.0,56.0,65926261,9503
42.0,5.0,28.0,0.0,True,5.0,156.0,65926261,9503
43.0,5.0,28.0,1.0,True,6.0,257.0,65926261,9503
40.0,7.0,44.0,1.0,False,3.0,65.0,65926261,9503
49.0,5.0,15.5,0.0,False,7.0,182.0,65926261,9503
25.0,6.0,10.0,0.0,False,6.0,166.0,65926261,9503
32.0,5.0,57.0,1.0,False,1.0,129.0,65926261,9503
37.0,5.0,44.0,1.0,True,0.0,148.0,65926261,9503
48.0,3.0,22.0,1.0,False,3.0,81.0,65926261,9503
23.0,6.0,44.0,1.0,True,5.0,235.0,65926261,9503
41.0,5.0,22.0,0.0,False,6.0,231.0,65926261,9503
40.0,5.0,44.0,1.0,False,4.0,127.0,65926261,9503
28.0,8.0,10.0,0.0,True,4.0,233.0,65926261,9503
43.0,6.0,15.5,0.0,True,3.0,125.0,65926261,9503
25.0,7.0,42.0,0.0,False,5.0,164.0,65926261,9503
42.0,4.0,44.0,0.0,False,2.0,87.0,65926261,9503
36.0,3.0,44.0,0.0,False,9.0,227.0,65926261,9503
40.0,8.0,22.0,1.0,False,5.0,112.0,65926261,9503
22.0,7.0,15.5,0.0,True,4.0,321.0,65926261,9503
31.0,4.0,10.0,0.0,False,6.0,228.0,65926261,9503
36.0,2.0,28.0,0.0,False,7.0,35.0,65926261,9503
41.0,5.0,15.5,0.0,False,0.0,85.0,65926261,9503
41.0,3.0,42.0,0.0,True,2.0,132.0,65926261,9503
46.0,10.0,44.0,0.0,False,6.0,222.0,65926261,9503
24.0,3.0,44.0,0.0,True,4.0,201.0,65926261,9503
48.0,6.0,22.0,0.0,False,2.0,77.0,65926261,9503
30.0,7.0,15.5,0.0,False,4.0,239.0,65926261,9503
46.0,7.0,42.0,0.0,False,2.0,96.0,65926261,9503
36.0,8.0,28.0,1.0,False,6.0,200.0,65926261,9503
30.0,9.0,44.0,0.0,False,3.0,90.0,65926261,9503
28.0,9.0,44.0,0.0,True,3.0,118.0,65926261,9503
34.0,6.0,15.5,0.0,False,1.0,87.0,65926261,9503
39.0,5.0,28.0,1.0,False,8.0,169.0,65926261,9503
40.0,7.0,22.0,1.0,False,3.0,57.0,65926261,9503
51.0,8.0,22.0,0.0,False,4.0,164.0,65926261,9503
26.0,7.0,28.0,0.0,False,9.0,189.0,65926261,9503
27.0,3.0,44.0,1.0,False,4.0,110.0,65926261,9503
28.0,6.0,44.0,1.0,True,3.0,114.0,65926261,9503
31.0,10.0,57.0,1.0,False,2.0,123.0,65926261,9503
43.0,5.0,22.0,1.0,False,5.0,168.0,65926261,9503
45.0,5.0,10.0,0.0,False,3.0,99.0,65926261,9503
35.0,5.0,44.0,1.0,True,5.0,268.0,65926261,9503
34.0,5.0,44.0,0.0,True,6.0,213.0,65926261,9503
47.0,7.0,15.5,0.0,False,3.0,68.0,65926261,9503
23.0,5.0,44.0,0.0,False,7.0,263.0,65926261,9503
43.0,6.0,57.0,0.0,False,6.0,235.0,65926261,9503
20.0,5.0,15.5,0.0,False,1.0,57.0,65926261,9503
36.0,5.0,44.0,1.0,True,0.0,110.0,65926261,9503
41.0,3.0,57.0,0.0,False,3.0,122.0,65926261,9503
52.0,6.0,22.0,0.0,True,5.0,316.0,65926261,9503
21.0,5.0,22.0,0.0,False,6.0,77.0,65926261,9503
41.0,5.0,22.0,0.0,False,4.0,174.0,65926261,9503
56.0,8.0,22.0,0.0,True,4.0,147.0,65926261,9503
45.0,6.0,15.5,0.0,True,3.0,107.0,65926261,9503
45.0,7.0,15.5,0.0,False,5.0,145.0,65926261,9503
43.0,4.0,10.0,0.0,False,2.0,83.0,65926261,9503
29.0,3.0,22.0,0.0,False,9.0,224.0,65926261,9503
44.0,8.0,57.0,0.0,False,5.0,247.0,65926261,9503
44.0,7.0,42.0,1.0,True,4.0,281.0,65926261,9503
48.0,4.0,22.0,0.0,False,6.0,189.0,65926261,9503
49.0,2.0,15.5,0.0,False,7.0,167.0,65926261,9503
40.0,5.0,28.0,0.0,False,0.0,78.0,65926261,9503
19.0,3.0,28.0,1.0,True,2.0,113.0,65926261,9503
23.0,10.0,44.0,1.0,False,6.0,152.0,65926261,9503
41.0,3.0,15.5,0.0,True,4.0,173.0,65926261,9503
43.0,6.0,10.0,0.0,False,2.0,61.0,65926261,9503
37.0,7.0,57.0,1.0,False,4.0,180.0,65926261,9503
28.0,7.0,44.0,1.0,False,2.0,90.0,65926261,9503
31.0,8.0,22.0,1.0,False,6.0,224.0,65926261,9503
48.0,9.0,44.0,1.0,False,3.0,94.0,65926261,9503
31.0,9.0,22.0,0.0,True,3.0,80.0,65926261,9503
48.0,6.0,44.0,1.0,False,1.0,118.0,65926261,9503
46.0,5.0,10.0,0.0,False,8.0,154.0,65926261,9503
37.0,7.0,15.5,0.0,False,3.0,74.0,65926261,9503
39.0,8.0,42.0,0.0,False,4.0,251.0,65926261,9503
43.0,7.0,44.0,0.0,False,9.0,254.0,65926261,9503
36.0,3.0,44.0,0.0,False,4.0,164.0,65926261,9503
36.0,6.0,22.0,1.0,True,3.0,89.0,65926261,9503
21.0,10.0,15.5,0.0,False,2.0,51.0,65926261,9503
41.0,5.0,10.0,0.0,False,5.0,82.0,65926261,9503
27.0,5.0,28.0,0.0,False,3.0,118.0,65926261,9503
32.0,5.0,15.5,0.0,True,5.0,302.0,65926261,9503
45.0,5.0,42.0,0.0,True,6.0,211.0,65926261,9503
39.0,7.0,44.0,0.0,False,3.0,71.0,65926261,9503
54.0,5.0,44.0,0.0,False,7.0,153.0,65926261,9503
32.0,6.0,22.0,0.0,False,6.0,251.0,65926261,9503
44.0,5.0,15.5,0.0,False,1.0,51.0,65926261,9503
26.0,5.0,42.0,0.0,True,0.0,174.0,65926261,9503
42.0,3.0,28.0,1.0,False,3.0,100.0,65926261,9503
33.0,6.0,44.0,0.0,True,5.0,164.0,65926261,9503
49.0,5.0,44.0,0.0,False,6.0,289.0,65926261,9503
33.0,5.0,15.5,0.0,False,4.0,243.0,65926261,9503
27.0,8.0,28.0,1.0,True,4.0,206.0,65926261,9503
27.0,6.0,22.0,1.0,True,3.0,134.0,65926261,9503
36.0,7.0,22.0,0.0,False,5.0,233.0,65926261,9503
28.0,4.0,28.0,0.0,False,2.0,126.0,65926261,9503
46.0,3.0,44.0,1.0,False,9.0,290.0,65926261,9503
36.0,8.0,44.0,1.0,False,5.0,164.0,65926261,9503
28.0,7.0,57.0,1.0,True,4.0,164.0,65926261,9503
33.0,4.0,22.0,1.0,False,6.0,171.0,65926261,9503
36.0,2.0,10.0,0.0,False,7.0,96.0,65926261,9503
